dir,base,name,offset,rom_addr,usize,method,csize
0x0460540,0x470000,SCG08EB.MAP,0x2EE6AC,0x075E6AC,0x2000,0x2200,0x857
0x0460540,0x470000,SCG09EA.MAP,0x2EEF04,0x075EF04,0x2000,0x2200,0x971
0x0460540,0x470000,SCG10EA.MAP,0x2EF876,0x075F876,0x2000,0x2200,0x793
0x0460540,0x470000,SCG10EB.MAP,0x2F000A,0x076000A,0x2000,0x2200,0x893
0x0460540,0x470000,SCG11EA.MAP,0x2F089E,0x076089E,0x2000,0x2200,0x988
0x0460540,0x470000,SCG12EA.MAP,0x2F1226,0x0761226,0x2000,0x2200,0x7DF
0x0460540,0x470000,SCG12EB.MAP,0x2F1A06,0x0761A06,0x2000,0x2200,0x6C5
0x0460540,0x470000,SCG13EA.MAP,0x2F20CC,0x07620CC,0x2000,0x2200,0x735
0x0460540,0x470000,SCG13EB.MAP,0x2F2802,0x0762802,0x2000,0x2200,0x735
0x0460540,0x470000,SCG14EA.MAP,0x2F2F38,0x0762F38,0x2000,0x2200,0x945
0x0460540,0x470000,SCG15EA.MAP,0x2F387E,0x076387E,0x2000,0x2200,0x7C3
0x0460540,0x470000,SCG15EB.MAP,0x2F4042,0x0764042,0x2000,0x2200,0x89E
0x0460540,0x470000,SCG15EC.MAP,0x2F48E0,0x07648E0,0x2000,0x2200,0x962
0x0460540,0x470000,SCG22EA.MAP,0x2F5242,0x0765242,0x2000,0x2200,0x81B
0x0460540,0x470000,SCG23EA.MAP,0x2F5A5E,0x0765A5E,0x2000,0x2200,0x6C7
0x0460540,0x470000,SCG30EA.MAP,0x2F6126,0x0766126,0x2000,0x2200,0x897
0x0460540,0x470000,SCG32EA.MAP,0x2F69BE,0x07669BE,0x2000,0x2200,0xA9D
0x0460540,0x470000,SCG36EA.MAP,0x2F745C,0x076745C,0x2000,0x2200,0x661
0x0460540,0x470000,SCG38EA.MAP,0x2F7ABE,0x0767ABE,0x2000,0x2200,0x7A0
0x0460540,0x470000,SCG40EA.MAP,0x2F825E,0x076825E,0x2000,0x2200,0xAEF
0x0460540,0x470000,SCG41EA.MAP,0x2F8D4E,0x0768D4E,0x2000,0x2200,0xA83
0x0460540,0x470000,SCG50EA.MAP,0x2F97D2,0x07697D2,0x2000,0x2200,0x92C
0x0460540,0x470000,SCG60EA.MAP,0x2FA0FE,0x076A0FE,0x2000,0x2200,0xA0C
0x0460540,0x470000,SCG61EA.MAP,0x2FAB0A,0x076AB0A,0x2000,0x2200,0xCD5
0x0460540,0x470000,SCG62EA.MAP,0x2FB7E0,0x076B7E0,0x2000,0x2200,0x9B6
0x0460540,0x470000,SCG72EA.MAP,0x2FC196,0x076C196,0x2000,0x2200,0x4E1
0x0460540,0x470000,SCG90EA.MAP,0x2FC678,0x076C678,0x2000,0x2200,0x6D1
0x0460540,0x470000,SCG71EB.MAP,0x2FCD4A,0x076CD4A,0x2000,0x1100,0x3E0
0x0460540,0x470000,SCG73EA.MAP,0x2FD12A,0x076D12A,0x2000,0x2200,0xA9D
0x0460540,0x470000,SCG74EA.MAP,0x2FDBC8,0x076DBC8,0x2000,0x1100,0x3E0
0x0460540,0x470000,SCG72EA.MAP,0x2FDFA8,0x076DFA8,0x2000,0x2200,0x4E1
0x0460540,0x470000,SCB70EA.MAP,0x2FE48A,0x076E48A,0x2000,0x2200,0xA9B
0x0460540,0x470000,DESERT.DA4,0x2FEF26,0x076EF26,0x42720,0x0004,0x2720
0x0460540,0x470000,DESERT.DA8,0x341646,0x07B1646,0x3F00,0x0000,0x3F00
0x0460540,0x470000,DESERT.TL4,0x345546,0x07B5546,0x762,0x0000,0x762
0x0460540,0x470000,DESERT.TL8,0x345CA8,0x07B5CA8,0x38,0x0000,0x38
0x0460540,0x470000,DESERT.ND4,0x345CE0,0x07B5CE0,0x3B1,0x2200,0x152
0x0460540,0x470000,DESERT.ND8,0x345E32,0x07B5E32,0x1C,0x1100,0x12
0x0460540,0x470000,DESERT.PA4,0x345E44,0x07B5E44,0x210,0x2200,0x1EB
0x0460540,0x470000,DESERT.PA8,0x346030,0x07B6030,0x300,0x1100,0x93
0x0460540,0x470000,TEMPERAT.DA4,0x3460C4,0x07B60C4,0x16260,0x0001,0x6260
0x0460540,0x470000,TEMPERAT.DA8,0x35C324,0x07CC324,0x3E4C0,0x0003,0xE4C0
0x0460540,0x470000,TEMPERAT.TL4,0x39A7E4,0x080A7E4,0x276,0x0000,0x276
0x0460540,0x470000,TEMPERAT.TL8,0x39AA5A,0x080AA5A,0x376,0x0000,0x376
0x0460540,0x470000,TEMPERAT.ND4,0x39ADD0,0x080ADD0,0x13B,0x2200,0x7B
0x0460540,0x470000,TEMPERAT.ND8,0x39AE4C,0x080AE4C,0x1BB,0x1100,0x45
0x0460540,0x470000,TEMPERAT.PA4,0x39AE92,0x080AE92,0x150,0x1100,0x123
0x0460540,0x470000,TEMPERAT.PA8,0x39AFB6,0x080AFB6,0x300,0x0000,0x300
0x0460540,0x470000,FLAT.IMG,0x39B2B6,0x080B2B6,0x1091,0x1100,0x213
0x0460540,0x470000,SCB01EA.IMG,0x39B4CA,0x080B4CA,0x1091,0x2200,0x474
0x0460540,0x470000,SCB02EA.IMG,0x39B93E,0x080B93E,0x1091,0x2200,0x415
0x0460540,0x470000,SCB02EB.IMG,0x39BD54,0x080BD54,0x1091,0x2200,0x36B
0x0460540,0x470000,SCB03EA.IMG,0x39C0C0,0x080C0C0,0x1091,0x2200,0x46D
0x0460540,0x470000,SCB03EB.IMG,0x39C52E,0x080C52E,0x1091,0x2200,0x438
0x0460540,0x470000,SCB04EA.IMG,0x39C966,0x080C966,0x1091,0x2200,0x6C0
0x0460540,0x470000,SCB04EB.IMG,0x39D026,0x080D026,0x1091,0x2200,0x4F9
0x0460540,0x470000,SCB05EA.IMG,0x39D520,0x080D520,0x1091,0x2200,0x699
0x0460540,0x470000,SCB06EA.IMG,0x39DBBA,0x080DBBA,0x1091,0x2200,0x660
0x0460540,0x470000,SCB06EB.IMG,0x39E21A,0x080E21A,0x1091,0x2200,0x60B
0x0460540,0x470000,SCB06EC.IMG,0x39E826,0x080E826,0x1091,0x2200,0x4B9
0x0460540,0x470000,SCB07EA.IMG,0x39ECE0,0x080ECE0,0x1091,0x2200,0x62A
0x0460540,0x470000,SCB07EB.IMG,0x39F30A,0x080F30A,0x1091,0x2200,0x5FF
0x0460540,0x470000,SCB07EC.IMG,0x39F90A,0x080F90A,0x1091,0x2200,0x6C7
0x0460540,0x470000,SCB08EA.IMG,0x39FFD2,0x080FFD2,0x1091,0x2200,0x58C
0x0460540,0x470000,SCB08EB.IMG,0x3A055E,0x081055E,0x1091,0x2200,0x5E0
0x0460540,0x470000,SCB09EA.IMG,0x3A0B3E,0x0810B3E,0x1091,0x2200,0x6E7
0x0460540,0x470000,SCB10EA.IMG,0x3A1226,0x0811226,0x1091,0x2200,0x3C5
0x0460540,0x470000,SCB10EB.IMG,0x3A15EC,0x08115EC,0x1091,0x2200,0x7EA
0x0460540,0x470000,SCB11EA.IMG,0x3A1DD6,0x0811DD6,0x1091,0x2200,0x66F
0x0460540,0x470000,SCB11EB.IMG,0x3A2446,0x0812446,0x1091,0x2200,0x746
0x0460540,0x470000,SCB12EA.IMG,0x3A2B8C,0x0812B8C,0x1091,0x2200,0x6EF
0x0460540,0x470000,SCB13EA.IMG,0x3A327C,0x081327C,0x1091,0x2200,0x683
0x0460540,0x470000,SCB13EB.IMG,0x3A3900,0x0813900,0x1091,0x2200,0x59C
0x0460540,0x470000,SCB13EC.IMG,0x3A3E9C,0x0813E9C,0x1091,0x2200,0x686
0x0460540,0x470000,SCB21EA.IMG,0x3A4522,0x0814522,0x1091,0x2200,0x662
0x0460540,0x470000,SCB22EB.IMG,0x3A4B84,0x0814B84,0x1091,0x2200,0x6DF
0x0460540,0x470000,SCG01EA.IMG,0x3A5264,0x0815264,0x1091,0x2200,0x38D
0x0460540,0x470000,SCG02EA.IMG,0x3A55F2,0x08155F2,0x1091,0x2200,0x3F0
0x0460540,0x470000,SCG03EA.IMG,0x3A59E2,0x08159E2,0x1091,0x2200,0x2FE
0x0460540,0x470000,SCG04EA.IMG,0x3A5CE0,0x0815CE0,0x1091,0x2200,0x442
0x0460540,0x470000,SCG04WA.IMG,0x3A6122,0x0816122,0x1091,0x2200,0x656
0x0460540,0x470000,SCG04WB.IMG,0x3A6778,0x0816778,0x1091,0x2200,0x512
0x0460540,0x470000,SCG05EA.IMG,0x3A6C8A,0x0816C8A,0x1091,0x2200,0x4FC
0x0460540,0x470000,SCG05EB.IMG,0x3A7186,0x0817186,0x1091,0x2200,0x5F1
0x0460540,0x470000,SCG05WA.IMG,0x3A7778,0x0817778,0x1091,0x2200,0x560
0x0460540,0x470000,SCG05WB.IMG,0x3A7CD8,0x0817CD8,0x1091,0x2200,0x6E7
0x0460540,0x470000,SCG06EA.IMG,0x3A83C0,0x08183C0,0x1091,0x2200,0x644
0x0460540,0x470000,SCG07EA.IMG,0x3A8A04,0x0818A04,0x1091,0x2200,0x6A0
0x0460540,0x470000,SCG08EA.IMG,0x3A90A4,0x08190A4,0x1091,0x2200,0x6A5
0x0460540,0x470000,SCG08EB.IMG,0x3A974A,0x081974A,0x1091,0x2200,0x790
0x0460540,0x470000,SCG09EA.IMG,0x3A9EDA,0x0819EDA,0x1091,0x2200,0x47C
0x0460540,0x470000,SCG10EA.IMG,0x3AA356,0x081A356,0x1091,0x2200,0x75A
0x0460540,0x470000,SCG10EB.IMG,0x3AAAB0,0x081AAB0,0x1091,0x2200,0x81F
0x0460540,0x470000,SCG11EA.IMG,0x3AB2D0,0x081B2D0,0x1091,0x2200,0x7E0
0x0460540,0x470000,SCG12EA.IMG,0x3ABAB0,0x081BAB0,0x1091,0x2200,0x6E3
0x0460540,0x470000,SCG12EB.IMG,0x3AC194,0x081C194,0x1091,0x2200,0x632
0x0460540,0x470000,SCG13EA.IMG,0x3AC7C6,0x081C7C6,0x1091,0x2200,0x55A
0x0460540,0x470000,SCG13EB.IMG,0x3ACD20,0x081CD20,0x1091,0x2200,0x550
0x0460540,0x470000,SCG14EA.IMG,0x3AD270,0x081D270,0x1091,0x2200,0x823
0x0460540,0x470000,SCG15EA.IMG,0x3ADA94,0x081DA94,0x1091,0x2200,0x64D
0x0460540,0x470000,SCG15EB.IMG,0x3AE0E2,0x081E0E2,0x1091,0x2200,0x7A9
0x0460540,0x470000,SCG15EC.IMG,0x3AE88C,0x081E88C,0x1091,0x2200,0x838
0x0460540,0x470000,SCG30EA.IMG,0x3AF0C4,0x081F0C4,0x1091,0x2200,0x5AA
0x0460540,0x470000,SCG90EA.IMG,0x3AF66E,0x081F66E,0x1091,0x2200,0x701
0x0460540,0x470000,CMFLAT.IMG,0x3AFD70,0x081FD70,0x2112,0x1100,0x402
0x0460540,0x470000,CMB01EA.IMG,0x3B0172,0x0820172,0x2112,0x2200,0xA00
0x0460540,0x470000,CMB02EA.IMG,0x3B0B72,0x0820B72,0x2112,0x2200,0xC4B
0x0460540,0x470000,CMB02EB.IMG,0x3B17BE,0x08217BE,0x2112,0x2200,0x7D5
0x0460540,0x470000,CMB03EA.IMG,0x3B1F94,0x0821F94,0x2112,0x2200,0x995
0x0460540,0x470000,CMB03EB.IMG,0x3B292A,0x082292A,0x2112,0x2200,0x922
0x0460540,0x470000,CMB04EA.IMG,0x3B324C,0x082324C,0x2112,0x2200,0xDED
0x0460540,0x470000,CMB04EB.IMG,0x3B403A,0x082403A,0x2112,0x2200,0xBE0
0x0460540,0x470000,CMB05EA.IMG,0x3B4C1A,0x0824C1A,0x2112,0x2200,0xF0F
0x0460540,0x470000,CMB06EA.IMG,0x3B5B2A,0x0825B2A,0x2112,0x2200,0xCE6
0x0460540,0x470000,CMB06EB.IMG,0x3B6810,0x0826810,0x2112,0x2200,0xB7C
0x0460540,0x470000,CMB06EC.IMG,0x3B738C,0x082738C,0x2112,0x2200,0xC4A
0x0460540,0x470000,CMB07EA.IMG,0x3B7FD6,0x0827FD6,0x2112,0x2200,0xFA4
0x0460540,0x470000,CMB07EB.IMG,0x3B8F7A,0x0828F7A,0x2112,0x2200,0xE3C
0x0460540,0x470000,CMB07EC.IMG,0x3B9DB6,0x0829DB6,0x2112,0x2200,0xE28
0x0460540,0x470000,CMB08EA.IMG,0x3BABDE,0x082ABDE,0x2112,0x2200,0xCF5
0x0460540,0x470000,CMB08EB.IMG,0x3BB8D4,0x082B8D4,0x2112,0x2200,0x1178
0x0460540,0x470000,CMB09EA.IMG,0x3BCA4C,0x082CA4C,0x2112,0x2200,0x11F0
0x0460540,0x470000,CMB10EA.IMG,0x3BDC3C,0x082DC3C,0x2112,0x2200,0x1177
0x0460540,0x470000,CMB10EB.IMG,0x3BEDB4,0x082EDB4,0x2112,0x2200,0x115E
0x0460540,0x470000,CMB11EA.IMG,0x3BFF12,0x082FF12,0x2112,0x2200,0x1424
0x0460540,0x470000,CMB11EB.IMG,0x3C1336,0x0831336,0x2112,0x2200,0x11D7
0x0460540,0x470000,CMB12EA.IMG,0x3C250E,0x083250E,0x2112,0x2200,0x13AC
0x0460540,0x470000,CMB13EA.IMG,0x3C38BA,0x08338BA,0x2112,0x2200,0x10CD
0x0460540,0x470000,CMB13EB.IMG,0x3C4988,0x0834988,0x2112,0x2200,0x10ED
0x0460540,0x470000,CMB13EC.IMG,0x3C5A76,0x0835A76,0x2112,0x2200,0x1136
0x0460540,0x470000,CMB21EA.IMG,0x3C6BAC,0x0836BAC,0x2112,0x2200,0xC74
0x0460540,0x470000,CMB22EB.IMG,0x3C7820,0x0837820,0x2112,0x2200,0x102B
0x0460540,0x470000,CMG01EA.IMG,0x3C884C,0x083884C,0x2112,0x2200,0x5E3
0x0460540,0x470000,CMG02EA.IMG,0x3C8E30,0x0838E30,0x2112,0x2200,0x561
0x0460540,0x470000,CMG03EA.IMG,0x3C9392,0x0839392,0x2112,0x2200,0x8B6
0x0460540,0x470000,CMG04EA.IMG,0x3C9C48,0x0839C48,0x2112,0x2200,0x65E
0x0460540,0x470000,CMG04WA.IMG,0x3CA2A6,0x083A2A6,0x2112,0x2200,0x724
0x0460540,0x470000,CMG04WB.IMG,0x3CA9CA,0x083A9CA,0x2112,0x2200,0x803
0x0460540,0x470000,CMG05EA.IMG,0x3CB1CE,0x083B1CE,0x2112,0x2200,0x7DE
0x0460540,0x470000,CMG05EB.IMG,0x3CB9AC,0x083B9AC,0x2112,0x2200,0x8E4
0x0460540,0x470000,CMG06EA.IMG,0x3CC290,0x083C290,0x2112,0x2200,0x85E
0x0460540,0x470000,CMG07EA.IMG,0x3CCAEE,0x083CAEE,0x2112,0x2200,0x91F
0x0460540,0x470000,CMG08EA.IMG,0x3CD40E,0x083D40E,0x2112,0x2200,0x942
0x0460540,0x470000,CMG08EB.IMG,0x3CDD50,0x083DD50,0x2112,0x2200,0x97C
0x0460540,0x470000,CMG09EA.IMG,0x3CE6CC,0x083E6CC,0x2112,0x2200,0x741
0x0460540,0x470000,CMG10EA.IMG,0x3CEE0E,0x083EE0E,0x2112,0x2200,0xFC4
0x0460540,0x470000,CMG10EB.IMG,0x3CFDD2,0x083FDD2,0x2112,0x2200,0xD59
0x0460540,0x470000,CMG11EA.IMG,0x3D0B2C,0x0840B2C,0x2112,0x2200,0xD55
0x0460540,0x470000,CMG12EA.IMG,0x3D1882,0x0841882,0x2112,0x2200,0xC50
0x0460540,0x470000,CMG12EB.IMG,0x3D24D2,0x08424D2,0x2112,0x2200,0xA9D
0x0460540,0x470000,CMG13EA.IMG,0x3D2F70,0x0842F70,0x2112,0x2200,0xE3C
0x0460540,0x470000,CMG13EB.IMG,0x3D3DAC,0x0843DAC,0x2112,0x2200,0xE3C
0x0460540,0x470000,CMG14EA.IMG,0x3D4BE8,0x0844BE8,0x2112,0x2200,0xE5C
0x0460540,0x470000,CMG15EA.IMG,0x3D5A44,0x0845A44,0x2112,0x2200,0xFFD
0x0460540,0x470000,CMG15EB.IMG,0x3D6A42,0x0846A42,0x2112,0x2200,0xFED
0x0460540,0x470000,CMG15EC.IMG,0x3D7A30,0x0847A30,0x2112,0x2200,0xDF3
0x0460540,0x470000,CMG30EA.IMG,0x3D8824,0x0848824,0x2112,0x2200,0x1170
0x0460540,0x470000,CMG90EA.IMG,0x3D9994,0x0849994,0x2112,0x2200,0x13C9
0x0460540,0x470000,DES_BIB1.IMG,0x3DAD5E,0x084AD5E,0x930,0x2200,0x827
0x0460540,0x470000,DES_BIB2.IMG,0x3DB586,0x084B586,0x6F0,0x2200,0x5D8
0x0460540,0x470000,DES_BIB3.IMG,0x3DBB5E,0x084BB5E,0x4B0,0x2200,0x4A4
0x0460540,0x470000,DES_CR1.IMG,0x3DC002,0x084C002,0x5C8,0x2200,0x2F2
0x0460540,0x470000,DES_CR2.IMG,0x3DC2F4,0x084C2F4,0x5CA,0x2200,0x2E6
0x0460540,0x470000,DES_CR3.IMG,0x3DC5DA,0x084C5DA,0x5CA,0x2200,0x2C6
0x0460540,0x470000,DES_CR4.IMG,0x3DC8A0,0x084C8A0,0x5C8,0x2200,0x295
0x0460540,0x470000,DES_CR5.IMG,0x3DCB36,0x084CB36,0x5D0,0x2200,0x2D7
0x0460540,0x470000,DES_CR6.IMG,0x3DCE0E,0x084CE0E,0x5D0,0x2200,0x2D2
0x0460540,0x470000,DES_SC1.IMG,0x3DD0E0,0x084D0E0,0x150,0x0000,0x150
0x0460540,0x470000,DES_SC2.IMG,0x3DD230,0x084D230,0x150,0x0000,0x150
0x0460540,0x470000,DES_SC3.IMG,0x3DD380,0x084D380,0x150,0x0000,0x150
0x0460540,0x470000,DES_SC4.IMG,0x3DD4D0,0x084D4D0,0x150,0x2200,0x149
0x0460540,0x470000,DES_SC5.IMG,0x3DD61A,0x084D61A,0x150,0x1100,0x14C
0x0460540,0x470000,DES_SC6.IMG,0x3DD766,0x084D766,0x150,0x0000,0x150
0x0460540,0x470000,TEM_BIB1.IMG,0x3DD8B6,0x084D8B6,0x930,0x2200,0x827
0x0460540,0x470000,TEM_BIB2.IMG,0x3DE0DE,0x084E0DE,0x6F0,0x2200,0x5D8
0x0460540,0x470000,TEM_BIB3.IMG,0x3DE6B6,0x084E6B6,0x4B0,0x2200,0x4A4
0x0460540,0x470000,TEM_CR1.IMG,0x3DEB5A,0x084EB5A,0x5C8,0x2200,0x2FA
0x0460540,0x470000,TEM_CR2.IMG,0x3DEE54,0x084EE54,0x5CA,0x2200,0x2E1
0x0460540,0x470000,TEM_CR3.IMG,0x3DF136,0x084F136,0x5CA,0x2200,0x2C9
0x0460540,0x470000,TEM_CR4.IMG,0x3DF400,0x084F400,0x5CA,0x2200,0x298
0x0460540,0x470000,TEM_CR5.IMG,0x3DF698,0x084F698,0x5D0,0x2200,0x2D7
0x0460540,0x470000,TEM_CR6.IMG,0x3DF970,0x084F970,0x5CA,0x2200,0x2CD
0x0460540,0x470000,TEM_SC1.IMG,0x3DFC3E,0x084FC3E,0x150,0x0000,0x150
0x0460540,0x470000,TEM_SC2.IMG,0x3DFD8E,0x084FD8E,0x150,0x2200,0x110
0x0460540,0x470000,TEM_SC3.IMG,0x3DFE9E,0x084FE9E,0x150,0x1100,0x146
0x0460540,0x470000,TEM_SC4.IMG,0x3DFFE4,0x084FFE4,0x150,0x2200,0x112
0x0460540,0x470000,TEM_SC5.IMG,0x3E00F6,0x08500F6,0x150,0x2200,0xE2
0x0460540,0x470000,TEM_SC6.IMG,0x3E01D8,0x08501D8,0x146,0x2200,0x138
0x0460540,0x470000,ANY_TI01.IMG,0x3E0310,0x0850310,0xDB0,0x2200,0x4B8
0x0460540,0x470000,ANY_TI02.IMG,0x3E07C8,0x08507C8,0xDB0,0x2200,0x44A
0x0460540,0x470000,ANY_TI03.IMG,0x3E0C12,0x0850C12,0xDB0,0x2200,0x3A9
0x0460540,0x470000,ANY_TI04.IMG,0x3E0FBC,0x0850FBC,0xDB0,0x2200,0x447
0x0460540,0x470000,ANY_TI05.IMG,0x3E1404,0x0851404,0xDB0,0x2200,0x449
0x0460540,0x470000,ANY_TI06.IMG,0x3E184E,0x085184E,0xDB0,0x2200,0x4CB
0x0460540,0x470000,ANY_TI07.IMG,0x3E1D1A,0x0851D1A,0xDB0,0x2200,0x3E5
0x0460540,0x470000,ANY_TI08.IMG,0x3E2100,0x0852100,0xDB0,0x2200,0x425
0x0460540,0x470000,ANY_TI09.IMG,0x3E2526,0x0852526,0xDB0,0x2200,0x373
0x0460540,0x470000,ANY_TI10.IMG,0x3E289A,0x085289A,0xDB0,0x2200,0x4B9
0x0460540,0x470000,ANY_TI11.IMG,0x3E2D54,0x0852D54,0xDB0,0x2200,0x415
0x0460540,0x470000,ANY_TI12.IMG,0x3E316A,0x085316A,0xDB0,0x2200,0x484
0x0460540,0x470000,SOLFILES.ENG,0x3E35EE,0x08535EE,0x3D8,0x2200,0x1D4
0x0460540,0x470000,E1_CRAWL.IMG,0x3E37C2,0x08537C2,0x790,0x0000,0x790
0x0460540,0x470000,E1_CSHOT.IMG,0x3E3F52,0x0853F52,0x2590,0x0000,0x2590
0x0460540,0x470000,E1_DETH1.IMG,0x3E64E2,0x08564E2,0x510,0x0000,0x510
0x0460540,0x470000,E1_DETH2.IMG,0x3E69F2,0x08569F2,0x610,0x0000,0x610
0x0460540,0x470000,E1_FDETH.IMG,0x3E7002,0x0857002,0x510,0x0000,0x510
0x0460540,0x470000,E1_IDLE.IMG,0x3E7512,0x0857512,0x250,0x0000,0x250
0x0460540,0x470000,E1_RUN.IMG,0x3E7762,0x0857762,0xB50,0x0000,0xB50
0x0460540,0x470000,E1_SHOOT.IMG,0x3E82B2,0x08582B2,0x1910,0x0000,0x1910
0x0460540,0x470000,E1_STAND.IMG,0x3E9BC2,0x0859BC2,0x1F0,0x0000,0x1F0
0x0460540,0x470000,E2_CRAWL.IMG,0x3E9DB2,0x0859DB2,0x790,0x0000,0x790
0x0460540,0x470000,E2_CSHOT.IMG,0x3EA542,0x085A542,0xF10,0x0000,0xF10
0x0460540,0x470000,E2_DETH1.IMG,0x3EB452,0x085B452,0x410,0x0000,0x410
0x0460540,0x470000,E2_DETH2.IMG,0x3EB862,0x085B862,0x610,0x0000,0x610
0x0460540,0x470000,E2_FDETH.IMG,0x3EBE72,0x085BE72,0x610,0x0000,0x610
0x0460540,0x470000,E2_IDLE.IMG,0x3EC482,0x085C482,0x310,0x0000,0x310
0x0460540,0x470000,E2_RUN.IMG,0x3EC792,0x085C792,0x880,0x0000,0x880
0x0460540,0x470000,E2_SHOOT.IMG,0x3ED012,0x085D012,0x1410,0x0000,0x1410
0x0460540,0x470000,E2_STAND.IMG,0x3EE422,0x085E422,0x100,0x0000,0x100
0x0460540,0x470000,E3_CRAWL.IMG,0x3EE522,0x085E522,0xB00,0x0000,0xB00
0x0460540,0x470000,E3_CSHOT.IMG,0x3EF022,0x085F022,0x1E10,0x0000,0x1E10
0x0460540,0x470000,E3_DETH1.IMG,0x3F0E32,0x0860E32,0x5B0,0x0000,0x5B0
0x0460540,0x470000,E3_DETH2.IMG,0x3F13E2,0x08613E2,0x7F0,0x0000,0x7F0
0x0460540,0x470000,E3_FDETH.IMG,0x3F1BD2,0x0861BD2,0x410,0x0000,0x410
0x0460540,0x470000,E3_IDLE.IMG,0x3F1FE2,0x0861FE2,0x390,0x0000,0x390
0x0460540,0x470000,E3_RUN.IMG,0x3F2372,0x0862372,0xD30,0x0000,0xD30
0x0460540,0x470000,E3_SHOOT.IMG,0x3F30A2,0x08630A2,0x1780,0x0000,0x1780
0x0460540,0x470000,E3_STAND.IMG,0x3F4822,0x0864822,0x178,0x0000,0x178
0x0460540,0x470000,E4_CRAWL.IMG,0x3F499A,0x086499A,0x970,0x0000,0x970
0x0460540,0x470000,E4_CSHOT.IMG,0x3F530A,0x086530A,0x204,0x0000,0x204
0x0460540,0x470000,E4_DETH1.IMG,0x3F550E,0x086550E,0x410,0x0000,0x410
0x0460540,0x470000,E4_DETH2.IMG,0x3F591E,0x086591E,0x670,0x0000,0x670
0x0460540,0x470000,E4_FDETH.IMG,0x3F5F8E,0x0865F8E,0x420,0x0000,0x420
0x0460540,0x470000,E4_IDLE.IMG,0x3F63AE,0x08663AE,0x220,0x0000,0x220
0x0460540,0x470000,E4_RUN.IMG,0x3F65CE,0x08665CE,0xB50,0x0000,0xB50
0x0460540,0x470000,E4_SHOOT.IMG,0x3F711E,0x086711E,0x1C8,0x0000,0x1C8
0x0460540,0x470000,E4_STAND.IMG,0x3F72E6,0x08672E6,0x15A,0x0000,0x15A
0x0460540,0x470000,E6_CRAWL.IMG,0x3F7440,0x0867440,0x790,0x0000,0x790
0x0460540,0x470000,E6_DETH1.IMG,0x3F7BD0,0x0867BD0,0x3D0,0x0000,0x3D0
0x0460540,0x470000,E6_DETH2.IMG,0x3F7FA0,0x0867FA0,0x5B0,0x0000,0x5B0
0x0460540,0x470000,E6_FDETH.IMG,0x3F8550,0x0868550,0x550,0x0000,0x550
0x0460540,0x470000,E6_IDLE.IMG,0x3F8AA0,0x0868AA0,0x290,0x0000,0x290
0x0460540,0x470000,E6_RUN.IMG,0x3F8D30,0x0868D30,0x880,0x0000,0x880
0x0460540,0x470000,E6_STAND.IMG,0x3F95B0,0x08695B0,0xEC,0x0000,0xEC
0x0460540,0x470000,RB_CRAWL.IMG,0x3F969C,0x086969C,0xA38,0x0000,0xA38
0x0460540,0x470000,RB_CSHOT.IMG,0x3FA0D4,0x086A0D4,0x1078,0x0000,0x1078
0x0460540,0x470000,RB_DETH1.IMG,0x3FB14C,0x086B14C,0x410,0x0000,0x410
0x0460540,0x470000,RB_DETH2.IMG,0x3FB55C,0x086B55C,0x730,0x0000,0x730
0x0460540,0x470000,RB_FDETH.IMG,0x3FBC8C,0x086BC8C,0x420,0x0000,0x420
0x0460540,0x470000,RB_IDLE.IMG,0x3FC0AC,0x086C0AC,0x310,0x0000,0x310
0x0460540,0x470000,RB_RUN.IMG,0x3FC3BC,0x086C3BC,0x880,0x0000,0x880
0x0460540,0x470000,RB_SHOOT.IMG,0x3FCC3C,0x086CC3C,0xB50,0x0000,0xB50
0x0460540,0x470000,RB_STAND.IMG,0x3FD78C,0x086D78C,0x196,0x0000,0x196
0x0460540,0x470000,MB_PANIC.IMG,0x3FD922,0x086D922,0xB50,0x0000,0xB50
0x0460540,0x470000,MB_DETH1.IMG,0x3FE472,0x086E472,0x2B0,0x0000,0x2B0
0x0460540,0x470000,MB_DETH2.IMG,0x3FE722,0x086E722,0x6F0,0x0000,0x6F0
0x0460540,0x470000,MB_FDETH.IMG,0x3FEE12,0x086EE12,0x490,0x0000,0x490
0x0460540,0x470000,MB_IDLE.IMG,0x3FF2A2,0x086F2A2,0x70,0x0000,0x70
0x0460540,0x470000,MB_RUN.IMG,0x3FF312,0x086F312,0xA9C,0x0000,0xA9C
0x0460540,0x470000,MB_STAND.IMG,0x3FFDAE,0x086FDAE,0x100,0x0000,0x100
0x0460540,0x470000,DP_CRAWL.IMG,0x3FFEAE,0x086FEAE,0x934,0x0000,0x934
0x0460540,0x470000,DP_DETH1.IMG,0x4007E2,0x08707E2,0x350,0x0000,0x350
0x0460540,0x470000,DP_DETH2.IMG,0x400B32,0x0870B32,0x610,0x0000,0x610
0x0460540,0x470000,DP_FDETH.IMG,0x401142,0x0871142,0x600,0x0000,0x600
0x0460540,0x470000,DP_IDLE.IMG,0x401742,0x0871742,0x60,0x0000,0x60
0x0460540,0x470000,DP_RUN.IMG,0x4017A2,0x08717A2,0x880,0x0000,0x880
0x0460540,0x470000,DP_SHOOT.IMG,0x402022,0x0872022,0xBF0,0x0000,0xBF0
0x0460540,0x470000,DP_STAND.IMG,0x402C12,0x0872C12,0xD8,0x0000,0xD8
